,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso,geometry,index_right,FEATURECLA,NAME,NAMEALT,REGION,SUBREGION,MIN_LABEL,MAX_LABEL,SCALERANK,LABEL,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FR,NAME_EL,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_VI,NAME_ZH,NE_ID,NAME_FA,NAME_HE,NAME_UK,NAME_UR,NAME_ZHT
21550,753972/1996,753972,1996,50.0,{A5738C4C-AE21-40BB-B77A-CDE32DF5252F},DISPONIBILIDADE,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26- ÁREA REQ PLG EM 05/01/2018,JENCKSIN LOPES CHAGAS,MINÉRIO DE OURO,Demais substâncias,PA,753.972/1996,"POLYGON Z ((-56.898954846999914 -5.697640038999907 0, -56.8989544989999 -5.702161447999913 0, -56.90798193799992 -5.702161369999942 0, -56.90798205699991 -5.697639960999936 0, -56.898954846999914 -5.697640038999907 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
927,880127/2016,880127,2016,5786.33,{0A0A434B-80E2-4E2F-B543-5D0F7462D5B4},REQUERIMENTO DE LAVRA GARIMPEIRA,2069 - REQ PLG/DESPACHO PUBLICADO EM 03/12/2019,Cooperativa de Extrativismo Mineral da Amazônia,MINÉRIO DE OURO,Industrial,AM,880.127/2016,"POLYGON Z ((-60.62313416699993 -6.992008332999944 0, -60.62313416699993 -7.001103888999921 0, -60.62815111099991 -7.001103888999921 0, -60.62815111099991 -7.003987777999953 0, -60.644038888999944 -7.003987777999953 0, -60.644038888999944 -7.007549721999908 0, -60.674945832999924 -7.007549721999908 0, -60.674945832999924 -7.002988055999936 0, -60.685314166999945 -7.002988055999936 0, -60.685314166999945 -7.006789443999935 0, -60.69590749999992 -7.006789443999935 0, -60.69590749999992 -7.010827221999932 0, -60.704356943999926 -7.010827221999932 0, -60.704356943999926 -7.015856110999948 0, -60.712818055999946 -7.015856110999948 0, -60.712818055999946 -7.022942499999942 0, -60.72148888899994 -7.022942499999942 0, -60.72148888899994 -7.029989721999925 0, -60.729153055999916 -7.029989721999925 0, -60.729153055999916 -7.0383155559999295 0, -60.73680499999995 -7.0383155559999295 0, -60.73680499999995 -7.046194443999923 0, -60.743751388999954 -7.046194443999923 0, -60.743751388999954 -7.055670555999939 0, -60.75006499999995 -7.055670555999939 0, -60.75006499999995 -7.066853888999958 0, -60.754920832999915 -7.066853888999958 0, -60.754920832999915 -7.0922144439999215 0, -60.7502744439999 -7.0922144439999215 0, -60.7502744439999 -7.09803166699993 0, -60.74551749999995 -7.09803166699993 0, -60.74551749999995 -7.103042777999917 0, -60.739787777999936 -7.103042777999917 0, -60.739787777999936 -7.110022777999916 0, -60.734946943999944 -7.110022777999916 0, -60.734946943999944 -7.121051666999961 0, -60.729980277999914 -7.121051666999961 0, -60.729980277999914 -7.139056110999945 0, -60.711234721999915 -7.139056110999945 0, -60.711234721999915 -7.140741943999956 0, -60.68548944399993 -7.140741943999956 0, -60.68548944399993 -7.143489999999929 0, -60.67345416699993 -7.143489999999929 0, -60.67345416699993 -7.149250384999959 0, -60.6769666859999 -7.149250384999959 0, -60.67696668499991 -7.148799658999906 0, -60.679229953999936 -7.148799649999944 0, -60.67922994799994 -7.14789542099993 0, -60.68104055899994 -7.147895405999918 0, -60.68104054999992 -7.1469911749999255 0, -60.68285115899994 -7.14699115399992 0, -60.68285113899992 -7.145634808999944 0, -60.684661741999946 -7.145634779999909 0, -60.6846617249999 -7.144730550999952 0, -60.686472324999954 -7.144730514999935 0, -60.68647230499994 -7.1438262839999425 0, -60.68828289999993 -7.1438262409999425 0, -60.68828287699995 -7.142922010999939 0, -60.691904060999946 -7.142921903999934 0, -60.69190402999993 -7.142017673999931 0, -60.6971547359999 -7.142017467999949 0, -60.6971548379999 -7.144278043999918 0, -60.691904106999914 -7.14427824899991 0, -60.69190413699994 -7.14518247999996 0, -60.68828293599995 -7.145182586999908 0, -60.688282958999935 -7.146086816999912 0, -60.68647235399993 -7.146086859999912 0, -60.68647237399995 -7.1469910889999255 0, -60.68466176599992 -7.146991124999943 0, -60.68466178199992 -7.147895355999935 0, -60.682851170999925 -7.147895384999913 0, -60.6828511839999 -7.148799613999927 0, -60.6810405679999 -7.1487996359999215 0, -60.68104057699992 -7.149703865999925 0, -60.6769666859999 -7.149703888999909 0, -60.6769666859999 -7.149253162999912 0, -60.67345416699993 -7.149253162999912 0, -60.67345416699993 -7.149257777999935 0, -60.66704527799993 -7.149257777999935 0, -60.66704527799993 -7.16209555599994 0, -60.66019416699993 -7.16209555599994 0, -60.66019416699993 -7.176346666999905 0, -60.65438833299993 -7.176346666999905 0, -60.65438833299993 -7.192619721999961 0, -60.64622472199994 -7.192619721999961 0, -60.64622472199994 -7.213822221999919 0, -60.642666110999926 -7.213822221999919 0, -60.642666110999926 -7.230531666999923 0, -60.64809833299995 -7.230531666999923 0, -60.64809833299995 -7.241708482999911 0, -60.65974138899992 -7.241710873999921 0, -60.65974138899992 -7.222892221999928 0, -60.65063416699991 -7.222892221999928 0, -60.65063416699991 -7.206329166999922 0, -60.65851972199994 -7.206329166999922 0, -60.65851972199994 -7.197302221999905 0, -60.66401305599993 -7.197302221999905 0, -60.66401305599993 -7.184890277999955 0, -60.66855611099993 -7.184890277999955 0, -60.66855611099993 -7.177095277999911 0, -60.673438888999954 -7.177095277999911 0, -60.673438888999954 -7.167454999999961 0, -60.67753222199991 -7.167454999999961 0, -60.67753222199991 -7.164310832999945 0, -60.686512499999935 -7.164310832999945 0, -60.686512499999935 -7.1602683329999195 0, -60.69355749999994 -7.1602683329999195 0, -60.69355749999994 -7.153884999999946 0, -60.697711943999934 -7.153884999999946 0, -60.697711943999934 -7.150032777999911 0, -60.703926666999905 -7.150032777999911 0, -60.703926666999905 -7.145794166999906 0, -60.73694611099995 -7.145794166999906 0, -60.73694611099995 -7.128154999999936 0, -60.739803888999916 -7.128154999999936 0, -60.739803888999916 -7.121121666999954 0, -60.7433205559999 -7.121121666999954 0, -60.7433205559999 -7.113059721999946 0, -60.747554721999904 -7.113059721999946 0, -60.747554721999904 -7.108771110999953 0, -60.752567221999925 -7.108771110999953 0, -60.752567221999925 -7.104303610999921 0, -60.75762166699991 -7.104303610999921 0, -60.75762166699991 -7.098968888999934 0, -60.7601449309999 -7.098968888999934 0, -60.76014476899991 -7.095711338999934 0, -60.76403111099995 -7.095711125999912 0, -60.76403111099995 -7.084230555999909 0, -60.76467009999993 -7.084230555999909 0, -60.76466970599995 -7.077626444999908 0, -60.76491944399993 -7.077626422999913 0, -60.76491944399993 -7.076240832999929 0, -60.769377221999946 -7.076240832999929 0, -60.769377221999946 -7.0620683329999565 0, -60.76553722199992 -7.0620683329999565 0, -60.76553722199992 -7.053600832999905 0, -60.7618513889999 -7.053600832999905 0, -60.7618513889999 -7.045469443999934 0, -60.7561530559999 -7.045469443999934 0, -60.7561530559999 -7.038036943999941 0, -60.75144555599991 -7.038036943999941 0, -60.75144555599991 -7.029657221999912 0, -60.74691055599993 -7.029657221999912 0, -60.74691055599993 -7.0230138889999125 0, -60.74039055599991 -7.0230138889999125 0, -60.74039055599991 -7.016088055999944 0, -60.73230333299995 -7.016088055999944 0, -60.73230333299995 -7.009651943999927 0, -60.720542777999924 -7.009651943999927 0, -60.720542777999924 -7.004809166999905 0, -60.70939611099993 -7.004809166999905 0, -60.70939611099993 -7.000946943999907 0, -60.70035916699993 -7.000946943999907 0, -60.70035916699993 -6.997786388999941 0, -60.69169972199995 -6.997786388999941 0, -60.69169972199995 -6.99401249999994 0, -60.66805249999993 -6.99401249999994 0, -60.66805249999993 -6.998168888999942 0, -60.64635833299991 -6.998168888999942 0, -60.64635833299991 -6.992008332999944 0, -60.62313416699993 -6.992008332999944 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1121,854467/1996,854467,1996,10000.0,{5E2EA89F-CB71-4918-94B7-48A385AC9EAA},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQ PESQ HOMOLOGADA PUB EM 19/05/2017,Mineração Zaspir Ltda,MINÉRIO DE OURO,Demais substâncias,PA,854.467/1996,"POLYGON Z ((-53.52250372499992 0.7665916750000861 0, -53.43266395499995 0.7665907360000688 0, -53.43266571999993 0.6761537490000933 0, -53.5225037159999 0.6761545770000907 0, -53.52250372499992 0.7665916750000861 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3488,850760/2010,850760,2010,4992.02,{B2DF6C22-DEC5-4EBC-A7EE-95C47DD02A3F},AUTORIZAÇÃO DE PESQUISA,264 - AUT PESQ/PAGAMENTO TAH EFETUADO EM 27/05/2024,FERRO SUL MINERACAO S/A.,MINÉRIO DE COBRE,Industrial,PA,850.760/2010,"POLYGON Z ((-50.00824187399991 -6.339582734999908 0, -50.071485407999944 -6.339586538999924 0, -50.07148537699993 -6.303416056999936 0, -50.134766089999914 -6.303408875999935 0, -50.13476275399995 -6.289239462999944 0, -50.00824183199995 -6.289254847999928 0, -50.00824187399991 -6.339582734999908 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
22608,853773/1993,853773,1993,50.0,{7507FA78-285E-4849-9643-86A905D92C41},DISPONIBILIDADE,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26- ÁREA REQ PLG EM 06/07/2017,MITSUO YAMANACA,OURO,Demais substâncias,PA,853.773/1993,"POLYGON Z ((-54.826285785999914 -0.7640021019999494 0, -54.826285785999914 -0.7594802499999105 0, -54.81730182199993 -0.7594802419999382 0, -54.817301813999904 -0.7640020939999204 0, -54.826285785999914 -0.7640021019999494 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
81,808116/1973,808116,1973,5687.5,{7C6AF5CF-5541-44C8-B2BF-8DE6E3094B7A},CONCESSÃO DE LAVRA,436 - CONC LAV/DOCUMENTO DIVERSO PROTOCOLIZADO EM 23/09/2016,Msl Minerais S A,BAUXITA,Demais substâncias,PA,808.116/1973,"POLYGON Z ((-52.66085321999992 -0.9971577869999351 0, -52.660853224999926 -1.028810721999946 0, -52.70577631999993 -1.0288103969999156 0, -52.70577664199993 -1.0514196239999478 0, -52.750700028999916 -1.0514186419999305 0, -52.75070029099993 -1.0604623229999106 0, -52.78663906499992 -1.0604610589999197 0, -52.78663727199995 -1.0152426989999412 0, -52.75069900799991 -1.0152439109999136 0, -52.7506988209999 -1.008461147999924 0, -52.674330066999914 -1.0084623779999333 0, -52.67433001899991 -0.997157758999947 0, -52.66085321999992 -0.9971577869999351 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
20027,850221/2024,850221,2024,0.08,{1AD1F372-E08F-40C8-AA6F-C80BE432C6B3},LICENCIAMENTO,730 - LICEN/LICENCIAMENTO AUTORIZADO PUBLICADO EM 02/08/2024,EDMILSON CONCEICAO FREITAS,AREIA,Construção civil,PA,850.221/2024,"POLYGON Z ((-52.56501527799992 -3.3399149999999054 0, -52.56515694399991 -3.3399149999999054 0, -52.56515694399991 -3.339466388999938 0, -52.56501527799992 -3.339466388999938 0, -52.56501527799992 -3.3399149999999054 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
7130,854467/1993,854467,1993,15.61,{CB572912-279C-44B2-9201-86B862B6E406},REQUERIMENTO DE LAVRA GARIMPEIRA,348 - REQ PLG/CUMPRIMENTO  EXIGÊNCIA PROTOCOL EM 02/06/2016,Isabel Cristina Martins Gurgel,OURO,Demais substâncias,PA,854.467/1993,"POLYGON Z ((-56.56775018499991 -6.724199128999942 0, -56.56775019399993 -6.7332415949999245 0, -56.56916236099994 -6.733241585999906 0, -56.56916236099994 -6.733219340999938 0, -56.56916243599994 -6.724199119999923 0, -56.56775018499991 -6.724199128999942 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
13566,850394/2018,850394,2018,1.56,{5390DFD5-0BEA-480B-BCD5-6CD372E91BCF},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/ NAO CUMPRIMENTO EXIGÊNCIA EM 05/04/2019,ANGLO AMERICAN NIQUEL BRASIL LTDA,MINÉRIO DE COBRE,Industrial,PA,850.394/2018,"POLYGON Z ((-56.93077673199991 -7.0036559929999385 0, -56.93123601699995 -7.0036560739999345 0, -56.93123596099991 -7.000884086999918 0, -56.93077679299995 -7.000884091999922 0, -56.93077673199991 -7.0036559929999385 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
14496,850100/2019,850100,2019,48.19,{4EDA1ADC-FD8C-45D1-8A23-E585F974FD2B},LICENCIAMENTO,720 - LICEN/CUMPRIMENTO EXIGÊNCIA PROTOCOLIZAD EM 30/09/2024,antonio camelo de morais,AREIA,Construção civil,PA,850.100/2019,"POLYGON Z ((-48.16989138899993 -1.4286599999999225 0, -48.16558916699995 -1.4286599999999225 0, -48.16558916699995 -1.4377627779999216 0, -48.16989138899993 -1.4377627779999216 0, -48.16989138899993 -1.4286599999999225 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1383,886070/2007,886070,2007,10000.0,{1E81E175-1333-4799-816F-157D2A5BD986},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA EM 29/07/2011,SOLO MINERAÇÃO E GEOTÉCNICA S/C LTDA,MINÉRIO DE OURO,Industrial,RO,886.070/2007,"POLYGON Z ((-61.226073647999954 -11.824369542999932 0, -61.22607382099994 -11.914768133999928 0, -61.317870229999926 -11.914753012999938 0, -61.317839817999925 -11.824354539999945 0, -61.226073647999954 -11.824369542999932 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
88,886145/2012,886145,2012,4.88,{A2D960B9-8DF9-428F-9412-06984A401701},REQUERIMENTO DE LAVRA,2760 - REQ LAV/GUIA UTILIZAÇÃO 3 ANOS AUTORIZADA PUBLICADA EM 30/08/2024,RAIMUNDO NONATO QUINTELA RODRIGUES,AREIA,Construção civil,AC,886.145/2012,"POLYGON Z ((-67.85865296399993 -10.055989968999938 0, -67.86161825599993 -10.055989963999934 0, -67.86161825399995 -10.054633848999913 0, -67.85865296199995 -10.054633853999917 0, -67.85865296399993 -10.055989968999938 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1245,864006/2017,864006,2017,50.0,{F419CE3D-7153-43EB-B081-7C8E7DEA482E},AUTORIZAÇÃO DE PESQUISA,236 - AUT PESQ/DOCUMENTO DIVERSO PROTOCOLIZADO EM 02/01/2024,MINERACAO CAPIM DOURADO LTDA,MINÉRIO DE OURO,Industrial,TO,864.006/2017,"POLYGON Z ((-47.60799777799991 -11.928704999999923 0, -47.59975388899994 -11.928704999999923 0, -47.59975388899994 -11.933738055999925 0, -47.60799777799991 -11.933738055999925 0, -47.60799777799991 -11.928704999999923 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1606,864137/2018,864137,2018,992.26,{9B09A409-CA0A-4FA8-960E-844EABD4CAEF},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQ PESQ HOMOLOGADA PUB EM 30/11/2018,Alfa e Omega Mineração Ltda Me,QUARTZITO,Revestimento,TO,864.137/2018,"POLYGON Z ((-48.478619721999905 -12.441195277999952 0, -48.49202179999992 -12.441195277999952 0, -48.49417094499995 -12.438434999999913 0, -48.4923988889999 -12.438434999999913 0, -48.4923988889999 -12.431296666999913 0, -48.49097111099991 -12.431296666999913 0, -48.49097111099991 -12.42273055599992 0, -48.48882944399992 -12.42273055599992 0, -48.48882944399992 -12.41559222199993 0, -48.486926110999946 -12.41559222199993 0, -48.486926110999946 -12.407739999999933 0, -48.484784443999956 -12.407739999999933 0, -48.484784443999956 -12.405805555999905 0, -48.483473888999924 -12.405805555999905 0, -48.483473888999924 -12.398935832999939 0, -48.48216722199993 -12.398935832999939 0, -48.48216722199993 -12.395431110999937 0, -48.48042805599994 -12.395431110999937 0, -48.48042805599994 -12.392987221999931 0, -48.47859777799994 -12.392987221999931 0, -48.47859777799994 -12.38954416699994 0, -48.461670832999914 -12.38954416699994 0, -48.461670832999914 -12.398222221999958 0, -48.4697938889999 -12.398222221999958 0, -48.4697938889999 -12.41396444399993 0, -48.47433666699993 -12.41396444399993 0, -48.47433666699993 -12.436055555999928 0, -48.478619721999905 -12.436055555999928 0, -48.478619721999905 -12.441195277999952 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
237,880223/2008,880223,2008,1.0,{6CFC10F7-91E3-47FD-B3DB-329EEED9DC7A},LICENCIAMENTO,736 - LICEN/DOCUMENTO DIVERSO PROTOCOLIZADO EM 14/06/2010,MARIA OSSINEIDE PINHEIRO LIMA,ARENITO,Construção civil,AM,880.223/2008,"POLYGON Z ((-60.05520196099991 -2.9477507189999415 0, -60.05520196099991 -2.9482028919999266 0, -60.057000959999925 -2.9482028899999477 0, -60.057000958999936 -2.9477507159999163 0, -60.05520196099991 -2.9477507189999415 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3060,880136/2022,880136,2022,0.94,{EEEDDCA1-396B-4D0D-8E3C-32A1854FDA66},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOCOLIZADO EM 20/05/2022,COOPERATIVA DOS GARIMPEIROS E MINERADORES DO BRASIL,MINÉRIO DE OURO,Industrial,AM,880.136/2022,"POLYGON Z ((-65.19176836799994 -4.897196729999905 0, -65.1940172219999 -4.900408514999924 0, -65.1940172219999 -4.899993772999949 0, -65.19364955799995 -4.899473000999933 0, -65.19217124599993 -4.8974450619999175 0, -65.19205762899992 -4.897348174999934 0, -65.19176836799994 -4.897196729999905 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
5716,654054/1997,654054,1997,50.0,{2C874C66-7FD5-4F08-A02C-C0EE5EA1D845},REQUERIMENTO DE LAVRA GARIMPEIRA,612 - REQ PLG/DESISTENCIA REQ PLG PROTOCOLIZADA EM 17/07/2024,ANTONIO RODRIGUES DE FARIA,MINÉRIO DE OURO,Demais substâncias,PA,654.054/1997,"POLYGON Z ((-56.197669600999916 -6.053960753999945 0, -56.19766960499993 -6.058482104999939 0, -56.20670289499992 -6.058482021999907 0, -56.206702815999904 -6.053960670999913 0, -56.197669600999916 -6.053960753999945 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
